COMP3357,Cryptography,2,930,1020,5,930,1120
COMP3259,Principles of programming languages,1,1430,1520,4,1330,1520
COMP3358,Distributed and Parallel Computing,1,1730,1820,4,1630,1820
COMP3314,Machine Learning,1,1430,1720
COMP3270,AI,5,1130,1220,2,1030,1220
COMP3359,AI application,2,930,1020,5,930,1120
